# Program:featureCounts v2.0.8; Command:"featureCounts" "dedup/star/Int-01_S42_L005.bam" "dedup/star/Int-02_S43_L005.bam" "dedup/star/Int-03_S44_L005.bam" "dedup/star/Int-04_S45_L005.bam" "dedup/star/Liv-01_S38_L005.bam" "dedup/star/Liv-02_S39_L005.bam" "dedup/star/Liv-03_S40_L005.bam" "dedup/star/Liv-04_S41_L005.bam" "-a" "genome/annotations.gtf" "-o" "counts/star/counts.tsv" "-T" "32" "-p" "--countReadPairs" "-C" "--ignoreDup" "-M" "--fraction" "--byReadGroup" 
Geneid	Chr	Start	End	Strand	Length	dedup/star/Int-01_S42_L005.bam:Int-01_S42_L005	dedup/star/Int-02_S43_L005.bam:Int-02_S43_L005	dedup/star/Int-03_S44_L005.bam:Int-03_S44_L005	dedup/star/Int-04_S45_L005.bam:Int-04_S45_L005	dedup/star/Liv-01_S38_L005.bam:Liv-01_S38_L005	dedup/star/Liv-02_S39_L005.bam:Liv-02_S39_L005	dedup/star/Liv-03_S40_L005.bam:Liv-03_S40_L005	dedup/star/Liv-04_S41_L005.bam:Liv-04_S41_L005
Smp_167650	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	38600199;38617611;38620035;38625573;38629443;38637002;38639109;38641259;38642551;38644556;38651201;38655060;38657404;38658932;38664316;38667843;38669738;38671110;38672623;38675386;38676883;38679643	38601727;38617879;38620112;38625734;38629559;38637094;38639276;38641309;38642657;38644644;38651241;38655184;38657495;38658999;38664530;38668579;38669822;38671264;38672780;38675566;38677056;38680375	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5427	17	2	19	37.50	10	4	6	19
Smp_083870	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	38703917;38704066;38704291;38704389;38710569;38711796;38712899;38718112;38720314;38721554;38722333;38724252;38726143	38703997;38704255;38704356;38704471;38710707;38711921;38713088;38718353;38720475;38721637;38722419;38724404;38727375	+;+;+;+;+;+;+;+;+;+;+;+;+	2836	625	110	474	738	251	373	144	526
Smp_083880	SM_V10_3	38783060	38785045	+	1986	9	3	10	12	1	16	0	10
Smp_167660	SM_V10_3;SM_V10_3	38891874;38908657	38893212;38910283	+;+	2966	269.00	49.50	282.50	525.50	154.50	258.17	94	376.00
Smp_167670	SM_V10_3;SM_V10_3	38915630;38915887	38915652;38916091	-;-	228	0	0	0	1	0	0	0	0
Smp_167680	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	38936723;38937343;38937458;38937548;38938745;38940828;38941056;38946269;38948950;38949552;38951255;38955098;38956256;38956707;38958853;38959707;38961223;38962841;38964450;38965246;38966142;38968765;38970301;38972520;38973802;38974663;38975475;38978381;38980825;38982549;38983799;38984926;38986539;38988218;38989655;38990915;38992805;38993766;38994564;38996192	38937310;38937421;38937514;38937863;38938901;38941021;38941294;38946535;38949318;38950073;38951479;38955327;38956542;38957100;38958902;38959909;38961357;38963035;38964662;38965494;38966387;38969265;38970595;38972881;38974033;38974859;38977823;38979635;38981174;38982876;38984076;38985463;38986802;38988546;38989987;38992028;38993075;38993871;38995057;38997187	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	15807	1113.00	163	599.50	866.50	453	274	205	484
Smp_083930	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	39000047;39002085;39002149;39002427	39000451;39002115;39002385;39002577	-;-;-;-	824	304.50	54	196	323	161	240	78	217
Smp_177720	SM_V10_3	39014453	39015654	-	1202	0	0	0	0	0	1	0	1
Smp_083940	SM_V10_3	39035818	39037187	+	1370	0	0	1	2	0	0	0	0
Smp_326640	SM_V10_3	39052388	39053694	+	1307	0	0	0	1	0	0	0	0
Smp_083950	SM_V10_3;SM_V10_3	39065902;39066866	39065992;39067182	-;-	408	0	0	0	0	0	0	0	0
Smp_083990	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	39127117;39130436;39131541;39132484;39134652;39136504;39137452;39141767;39141944;39142103;39142383	39127888;39130613;39131693;39132580;39134755;39136636;39137496;39141866;39142069;39142345;39142749	-;-;-;-;-;-;-;-;-;-;-	2318	743	107.50	337	699.25	231	255	117	442
Smp_326650	SM_V10_3;SM_V10_3	39164268;39164744	39164457;39164847	-;-	294	1	1	0	2	0	2	0	1
Smp_083980	SM_V10_3;SM_V10_3	39192805;39220590	39194253;39221490	-;-	2350	18	0	11	12	1	5	2	12
Smp_083970	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	39234360;39236796;39236923;39237137;39237248;39237390;39237470	39234591;39236892;39237107;39237217;39237357;39237435;39237549	-;-;-;-;-;-;-	831	233	49	171	191	101	186	35	147
Smp_336790	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	39255442;39255521;39257726;39257807;39258954;39262948;39267340;39267482;39270976;39275842;39287048;39289534;39291194;39291366;39294317	39255489;39255621;39257768;39257892;39259012;39263026;39267417;39267559;39271086;39276126;39287219;39289579;39291314;39291464;39294900	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1990	136	29	100	193.50	72	71.50	37	150.33
Smp_246300	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	39302753;39303076;39303174;39303303;39303435;39303596;39305172;39305306;39306598;39306837;39306987;39308127;39308387	39303041;39303134;39303274;39303400;39303561;39303714;39305264;39305409;39306744;39306899;39307287;39308269;39308480	+;+;+;+;+;+;+;+;+;+;+;+;+	1738	260	42	155	241	120	109	60	200
Smp_144350	SM_V10_3;SM_V10_3	39317411;39382992	39319758;39384775	-;-	4132	0	0	2	4	0	1	2	1
Smp_040710	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	39425510;39425510;39426414;39426414;39428639;39428639;39428762	39426375;39426375;39426588;39426588;39428842;39428728;39428842	-;-;-;-;-;-;-	1245	107	11	43	50	38	79	16	40
Smp_040720	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	39474641;39481113;39483478;39484626;39484821;39484930	39476344;39481234;39483625;39484787;39484892;39485216	-;-;-;-;-;-	2495	85	6	72.50	103	66	69.50	29	123.50
Smp_144360	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	39492382;39494773;39496241;39497931;39502549;39503743;39504734	39492449;39494923;39496400;39498327;39502640;39503808;39506522	+;+;+;+;+;+;+	2723	223	61.25	253.00	355.50	97	200.50	54	240
Smp_144370	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	39512235;39515461;39520930;39525454;39532381;39540399;39550951;39552883;39559348;39562463;39565371;39568291;39568416;39570582;39570712;39570866	39512471;39515585;39521044;39525545;39532456;39540521;39551046;39552966;39559507;39562534;39565445;39568366;39568550;39570669;39570830;39571009	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1817	9	1	4	14	4	3	0	4
Smp_144380	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	39598845;39608169;39618284;39631732	39599726;39608300;39619537;39633348	+;+;+;+	3885	20	0	2	8	2	0	1	11.50
Smp_040770	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	39655455;39662421;39664806;39670068;39678187;39678963;39680780;39682865;39687572;39689504;39691773;39692463	39655512;39662603;39665135;39670157;39678373;39679139;39680999;39682998;39687651;39689740;39691977;39692699	+;+;+;+;+;+;+;+;+;+;+;+	2138	189	38	128.17	195	73	90.50	36	149
Smp_040790	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	39711895;39712086;39712245;39712377;39712496;39712628	39712049;39712205;39712347;39712463;39712593;39712831	+;+;+;+;+;+	767	1108	207.80	922	1365.50	786	1400.50	296	1117.50
Smp_040800	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	39714381;39722714;39727399;39729577;39734351;39735676;39738051;39738579;39741469;39743213;39744935;39745334;39745470;39745605	39716417;39722813;39727589;39729670;39734460;39735761;39738196;39738851;39741781;39743358;39745242;39745436;39745571;39745779	-;-;-;-;-;-;-;-;-;-;-;-;-;-	4184	918	131	636.50	1312	436	260.50	232	760
Smp_144390	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	39857078;39859813;39862638;39867339;39871941;39875046;39877660;39877846;39878106;39883089	39858867;39860277;39863057;39867864;39872299;39875629;39877798;39878066;39878257;39883211	-;-;-;-;-;-;-;-;-;-	4779	152	25	92	169	67	74	25	100.50
Smp_185420	SM_V10_3	39888666	39889557	+	892	12.24	3.11	6.22	4.24	1.25	4.85	0.65	4.25
Smp_196090	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	39897071;39900875;39904297;39905553;39916639;39918044;39919343;39925045;39927737;39930557;39934610;39936880;39938797;39947382	39899712;39901017;39904347;39905890;39916999;39918167;39920472;39925509;39927882;39930707;39934801;39937182;39939437;39947655	-;-;-;-;-;-;-;-;-;-;-;-;-;-	6961	61	13	46	127	24	13	19	38
Smp_205170	SM_V10_3	40001218	40001373	+	156	0.71	0	0	0	0.14	0	0	0
Smp_144430	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	40005994;40007761;40007992;40008113;40008239;40008363;40009802;40010853;40012230;40022482;40028388;40032797;40035009;40042538;40046881;40050244;40053127;40054786;40057836;40065212;40069511	40006046;40007951;40008075;40008192;40008319;40008395;40010075;40010929;40012413;40022592;40028639;40033157;40035300;40042841;40047030;40050373;40053401;40054923;40057859;40065308;40071298	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4979	153	35	103.50	201	65.50	62.00	34	84.50
Smp_144440	SM_V10_3	40075357	40077020	-	1664	0	0	0	0	0	0	0	0
Smp_144450	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	40108364;40108364;40109813;40109813;40121379;40121379;40123520;40123520;40128272;40131258;40131258;40131828;40131828;40137217;40137217;40142465;40142465	40109377;40109377;40109996;40109996;40121688;40121688;40123613;40123613;40128304;40131299;40131299;40131941;40131941;40137346;40137346;40144992;40144992	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4449	50	7	23	44	12	13	10	30
Smp_190940	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	40164054;40171567;40172974;40176104;40178306;40179275	40170415;40171695;40173101;40176335;40178452;40179615	+;+;+;+;+;+	7339	362	65.50	520.50	790.33	408.50	544.67	159.67	800.83
Smp_172030	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	40182099;40184148;40185773;40186844;40189461;40189860;40190033;40192233;40195612	40182541;40184394;40185976;40187146;40189824;40189995;40190234;40192325;40195715	-;-;-;-;-;-;-;-;-	2096	158	29	111	195.75	111	102	50	227
Smp_199800	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	40211026;40212360;40213887;40215721;40217948;40220392;40221449;40222169;40223837;40227451;40229798;40231872	40211124;40212428;40213965;40215818;40217994;40220483;40221522;40222242;40224239;40227819;40229880;40232431	+;+;+;+;+;+;+;+;+;+;+;+	2047	80.50	10	26	63	18	19	13.50	45
Smp_337590	SM_V10_3;SM_V10_3;SM_V10_3	40243515;40244044;40244231	40243999;40244195;40244294	-;-;-	701	428	66	265.14	343.67	211	266	84	229
Smp_243210	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	40251838;40255976;40258424;40259308;40259717	40252469;40256117;40258602;40259684;40262180	-;-;-;-;-	3794	107	14	35	81	42	26.50	11	68
Smp_313810	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	40274894;40277460;40277571;40277791;40280274;40282661;40285898;40288068;40290025;40293398;40295090;40297164;40298673	40277424;40277534;40277752;40277856;40280373;40283021;40285990;40288376;40290098;40293543;40295491;40297216;40298865	+;+;+;+;+;+;+;+;+;+;+;+;+	4585	182.50	27.50	115.31	193	97.50	73	50.50	178.50
Smp_309360	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	40300756;40303083;40304603;40306937;40307561;40310381;40311340;40313047;40316378;40318204;40324534;40328691;40332376;40334235;40334967;40338363;40341285;40343849;40345614;40347142;40347274;40347596	40301505;40303151;40305028;40307017;40307807;40310544;40311410;40313111;40316683;40318470;40325264;40328806;40332712;40334428;40335079;40338492;40341505;40344144;40345829;40347244;40347545;40347680	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5260	212	40.50	157	234.17	148.50	125.50	63	217
Smp_333630	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	40367843;40370113;40374145;40381121;40405654	40368597;40370522;40374288;40381237;40405955	-;-;-;-;-	1728	4	1	2.33	8	7	2	0	4.50
Smp_326660	SM_V10_3;SM_V10_3;SM_V10_3	40419450;40421268;40423153	40419678;40421421;40423356	-;-;-	587	0	0	0	0	0	0	0	0
Smp_091240	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	40447670;40448056;40448199;40450534	40448021;40448166;40448530;40450764	+;+;+;+	1026	1016	153	586.50	881.50	365	493	163	641.67
Smp_091230	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	40470350;40470431;40470524;40471972;40472755	40470396;40470487;40470581;40472044;40472959	+;+;+;+;+	440	272	55	189	268	196	364	76	200
Smp_118710	SM_V10_3	40515183	40515715	-	533	3	1	0	0	0	0	0	0
Smp_057130	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	40532787;40540784;40542581;40550412;40551913;40552523	40533454;40540977;40542768;40550592;40552483;40552649	-;-;-;-;-;-	1929	350	60	329.50	470.50	202	463.50	129	369.50
Smp_027850	SM_V10_3;SM_V10_3;SM_V10_3	40571236;40571369;40575987	40571333;40572747;40576277	+;+;+	1768	147	23	75	123.50	77	48	38	140
Smp_027870	SM_V10_3;SM_V10_3	40595367;40604818	40600059;40604926	-;-	4802	229.33	32.19	128.03	272.10	113.25	65.67	60.67	262.10
Smp_027880	SM_V10_3;SM_V10_3	40619243;40619600	40619562;40619854	+;+	575	275	39	143	257	119	159	63	194
Smp_347380	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	40625370;40628225;40632029;40639041	40626507;40628364;40632150;40639676	-;-;-;-	2036	76	17	60	102	42	61	26	77
Smp_137280	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	40644740;40646334;40648153;40651655;40653483;40659457;40661138;40662162;40663903;40665549;40666743;40669149;40669293;40669373;40669465;40669638;40669751;40672441	40645076;40646414;40648205;40651928;40653598;40659589;40661195;40662322;40664025;40665647;40666856;40669240;40669321;40669433;40669603;40669703;40669947;40672764	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2457	0	1	2	3	0	0	0	0
Smp_333640	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	40693811;40694232;40694331;40694405;40696495;40697683;40699932;40700265;40704993;40706439;40708548;40719873;40723032;40723407;40726623;40727366;40728300;40729687;40730744;40733131;40733564;40734908;40736150;40738415	40693905;40694290;40694369;40694688;40696756;40697793;40700191;40700496;40705483;40706831;40708958;40720313;40723306;40723635;40726721;40727582;40728562;40730204;40731059;40733464;40734138;40735253;40736390;40738788	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6865	550	90	279	476	225	147	114	347
Smp_027910	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	40738792;40739215;40740964;40742024;40742997;40743401;40745209;40745333;40745516;40745674;40745962;40746049	40739085;40739512;40741046;40742088;40743122;40743578;40745300;40745483;40745641;40745930;40746009;40746252	-;-;-;-;-;-;-;-;-;-;-;-	1922	258	44	164	288	95	79	46	188
Smp_027920	SM_V10_3;SM_V10_3	40769847;40771812	40771310;40771883	-;-	1536	3071	476	1628	2469.50	1270	1381.50	519	1978.50
Smp_347950	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	40864883;40865114;40868579;40878203;40884087;40884087;40885658;40885658;40887912;40887912;40889602;40889602;40891586;40891586;40896085;40896085;40900582;40900582;40902872;40902872;40909937;40909937;40911084;40911084;40912864;40912864;40919235;40919235;40921001;40921001;40923322;40923322;40930144;40930144;40932124;40932124;40934105;40934105;40936878;40936878;40939293;40939293;40940665;40940665;40940897;40940897;40942269;40942269;40945114;40945114;40945874;40945874;40948455;40948455;40952430;40952430;40954038;40954038;40956808;40956808;40958111;40958111;40959080;40959080;40962448;40966024	40865081;40865424;40868920;40878378;40884350;40884350;40885837;40885837;40888251;40888251;40889884;40889884;40891646;40891646;40896509;40896509;40900861;40900861;40902958;40902958;40910117;40910117;40911252;40911252;40912978;40912978;40919750;40919750;40921066;40921066;40923468;40923468;40930237;40930237;40932245;40932245;40934153;40934153;40936966;40936966;40939371;40939371;40940768;40940768;40940963;40940963;40942345;40942345;40945186;40945186;40945962;40945962;40948748;40948748;40952928;40952928;40954162;40954162;40956921;40956921;40958356;40958356;40959576;40959576;40967587;40967587	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	11900	45	8.50	23.50	48	25	13	8	26
Smp_241490	SM_V10_3	40905473	40907459	+	1987	0	0	0	0	0	1	0	0
Smp_091950	SM_V10_3	40926361	40928736	-	2376	0	0	1	1	0	1	1	0
Smp_326670	SM_V10_3	41019713	41021615	+	1903	1.43	0	0	2	0	0	0	0
Smp_134960	SM_V10_3	41088258	41090039	-	1782	8	1	5	13	7	16	2	13
Smp_023710	SM_V10_3	41138434	41140679	-	2246	1	0	1	2	0	3	1	2
Smp_117340	SM_V10_3	41192357	41194739	-	2383	0	0	0	3	0	3	0	0
Smp_023700	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	41204278;41204411;41204591;41204737;41204915	41204375;41204552;41204697;41204864;41205059	-;-;-;-;-	620	243.50	53	142.50	231	78	139.50	39	138
Smp_134950	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	41213820;41213895;41214183;41214403	41213859;41214144;41214367;41214595	+;+;+;+	668	35	5	24	30	15	14	3	21.50
Smp_340430	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	41231797;41231797;41237829;41237842;41238078;41238078;41238460;41238460;41238623;41238623;41240099;41240099	41231870;41231870;41238040;41238040;41238427;41238427;41238587;41238587;41238854;41238854;41240337;41240337	+;+;+;+;+;+;+;+;+;+;+;+	1235	205	32	117	188	100.50	160	43	188
Smp_023660	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	41240464;41244026;41244168;41244324;41244420;41244602;41248703	41240840;41244136;41244290;41244385;41244561;41244711;41248835	-;-;-;-;-;-;-	1058	288	38.50	143	217.50	97.50	116	49	173.50
Smp_134940	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	41259743;41264268;41264448;41266270;41272052;41272724;41277379;41278781;41280235	41264231;41264413;41264659;41266398;41272201;41273058;41277558;41279045;41280581	+;+;+;+;+;+;+;+;+	6253	224.50	47	134	227	92	98.33	46.50	157
Smp_134930	SM_V10_3;SM_V10_3;SM_V10_3	41293653;41298663;41300386	41294644;41298966;41301433	+;+;+	2344	3	0	0	3	0	0	0	0
Smp_023620	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	41302244;41303619;41305400;41307677;41308042;41310427;41312170;41313719;41318301;41325043;41325838;41326119;41331236;41331826;41332881;41333871	41303484;41303782;41305821;41307742;41308119;41310515;41312190;41313779;41318395;41325130;41325982;41326216;41331317;41331868;41333000;41334249	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3192	47.50	14	47	110	23	35	12	26
Smp_134910	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	41344083;41352511;41352653;41352794;41355256;41364696;41368482;41374001;41378615;41390556;41395677;41410506;41417900;41424377;41427464;41429989;41431769;41433198	41345650;41352605;41352738;41352934;41355372;41364729;41368550;41374147;41378649;41390720;41395777;41410632;41418968;41425188;41428190;41430220;41432139;41435630	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8329	64	21	66.50	119.50	34	21	20	50.25
Smp_246270	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	41467484;41469625;41470251;41475269;41476543;41479421;41483070;41487514;41489231;41493300;41499856	41468108;41469938;41470533;41475480;41476652;41479689;41483219;41487571;41489380;41493542;41500608	+;+;+;+;+;+;+;+;+;+;+	3167	35	10	23.50	66	21	18.50	8	21
Smp_023550	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	41508272;41511726;41513081;41518108;41518532;41519198	41509860;41512260;41513221;41518494;41519164;41519990	-;-;-;-;-;-	4078	340	64	220	384	184.50	234.50	86	291.50
Smp_134880	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	41525124;41530771;41534690;41536730;41541658	41528981;41531025;41534761;41536810;41542228	+;+;+;+;+	4837	151	20.50	144	203	78	93	41	140
Smp_333660	SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3;SM_V10_3	41544171;41545382;41545758;41545874;41546022;41546073;41546255;41546425;41546610;41546785;41546958;41547082;41547133	41544409;41545402;41545841;41545987;41546038;41546221;41546394;41546576;41546751;41546926;41547039;41547095;41547187	-;-;-;-;-;-;-;-;-;-;-;-;-	1351	1678.50	231.25	769	1408	542	568	261	1066.00
Smp_134870	SM_V10_3;SM_V10_3	41577595;41577969	41577881;41579442	+;+	1761	17	1	6	28	9	2	3	9
